subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
39,what we believe about mistakes,,female,no,yes,,546028,4,improving at math,being good at math,doing well on the upcoming test,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,6,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,6,no
40,survey about people,nil,male,no,yes,,178564,12,doing well on this test,doing well on future tests,doing well on future tests,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.17,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,0.87,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.8,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.63,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.28,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.88,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,5,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
41,judgments on imporving intelect,,male,no,no,,101670,13,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.1,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.98,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.91,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.98,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.95,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,0.99,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
42,It was an experiment to learn about people who are taking math class,no,male,no,yes,,183015,10,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,6,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,6,no
43,Useful for those who taking class and for the students,Interesting,female,no,yes,,189223,12,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,ability,ability,NA,for_me,0.73,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,show_ability,ability,NA,show,0.51,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,show_effort,effort,NA,show,0.56,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,test_now,test,now,for_me,0.71,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.08,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,improve,improve,NA,for_me,0.89,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,g,NA,NA,NA,NA,NA,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,3,no
44,math,,female,no,yes,,96034,13,NA,NA,NA,original,training,original,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
45,Good,,male,no,yes,,120644,18,NA,NA,NA,original,training,original,g,test_bad,test,NA,for_me,0.7,no
